time,torque,rate,position,acceleration
1284857.0,0.0,-29.69,-26654.9,-0.07
1284874.0,1.0,-66.69,-26655.79,-0.35
1284892.0,1.0,-61.07,-26656.85,-0.46
1284909.0,1.0,-186.73,-26658.34,-0.86
1284929.0,1.0,-109.42,-26660.78,-0.99
1284948.0,1.0,-269.89,-26664.21,-1.64
1284968.0,1.0,-272.19,-26668.25,-1.95
1284985.0,1.0,-405.07,-26672.81,-2.55
1285005.0,1.0,-314.25,-26678.28,-2.66
1285023.0,1.0,-469.55,-26684.63,37.08
1285043.0,1.0,-384.1,-26692.14,-3.51
1285063.0,1.0,-576.56,-26700.35,36.17
1285083.0,1.0,-524.22,-26709.69,-4.51
1285102.0,1.0,-378.92,-26719.43,-44.94
1285120.0,1.0,-442.28,-26729.25,-5.03
1285139.0,1.0,-640.48,-26740.47,-5.74
1285166.0,1.0,-548.44,-26758.03,-46.43
1285207.0,1.0,-699.8,-26787.54,-7.1
1285227.0,1.0,-772.52,-26803.29,-7.61
1285245.0,1.0,-897.05,-26817.81,32.24
1285262.0,1.0,-895.69,-26832.94,-8.51
1285279.0,1.0,-861.93,-26848.21,-8.75
1285295.0,1.0,-925.98,-26864.04,-9.18
1285312.0,1.0,-1030.51,-26880.56,-9.66
1285330.0,1.0,-1125.85,-26898.26,30.22
1285347.0,1.0,-1038.38,-26916.69,-10.31
1285364.0,1.0,-1243.2,-26934.95,29.37
1285380.0,1.0,-1106.16,-26953.62,-11.02
1285398.0,1.0,-1208.48,-26974.14,28.9
1285415.0,1.0,-1278.75,-26994.92,28.45
1285435.0,1.0,-1298.84,-27019.06,-12.38
1285454.0,1.0,-1338.35,-27043.86,-12.75
1285474.0,1.0,-1305.44,-27070.12,-13.05
1285494.0,1.0,-1411.67,-27097.74,26.82
1285514.0,1.0,-1507.97,-27126.43,26.25
1285534.0,1.0,-1505.25,-27155.54,25.9
1285554.0,1.0,-1409.43,-27185.03,-14.64
1285574.0,1.0,-1473.4,-27215.85,-15.12
1285594.0,1.0,-1583.15,-27247.5,-15.74
1285612.0,1.0,-1594.86,-27276.54,-16.1
1285631.0,1.0,-1502.36,-27309.04,-16.25
1285651.0,1.0,-1805.35,-27342.8,23.16
1285670.0,1.0,-1734.89,-27377.25,-17.47
1285690.0,1.0,-1715.86,-27412.36,-17.76
1285709.0,1.0,-1777.72,-27449.24,-58.7
1285729.0,1.0,-1913.69,-27486.66,-18.9
1285749.0,1.0,-2067.24,-27525.1,20.86
1285768.0,1.0,-2063.54,-27564.29,-19.99
1285786.0,1.0,-1981.43,-27599.67,-20.1
1285806.0,1.0,-2085.48,-27641.27,19.73
1285824.0,1.0,-2028.22,-27680.66,-20.93
1285843.0,1.0,-2140.67,-27720.23,-21.49
1285860.0,1.0,-2209.03,-27759.09,18.42
1285881.0,1.0,-2301.05,-27806.74,17.89
1285899.0,1.0,-2494.74,-27846.9,57.59
1285916.0,1.0,-2354.13,-27887.7,17.14
1285934.0,1.0,-2489.89,-27929.16,16.56
1285952.0,1.0,-2346.08,-27971.9,-23.89
1285969.0,1.0,-2584.42,-28014.87,15.71
1285988.0,1.0,-2575.72,-28063.0,15.35
1286007.0,1.0,-2508.29,-28109.47,-25.28
1286025.0,1.0,-2435.73,-28155.81,-25.44
1286042.0,1.0,-2737.17,-28202.57,14.03
1286060.0,1.0,-2684.8,-28249.95,-26.62
1286078.0,1.0,-2652.06,-28297.15,-26.85
1286095.0,1.0,-2759.25,-28343.74,13.03
1286113.0,1.0,-2906.0,-28395.21,12.41
1286130.0,1.0,-3000.36,-28443.83,52.31
1286150.0,1.0,-2807.22,-28498.86,-28.47
1286169.0,1.0,-2994.21,-28556.05,11.25
1286189.0,1.0,-2981.49,-28614.2,10.91
1286210.0,1.0,-2934.69,-28675.56,-29.78
1286229.0,1.0,-2968.43,-28735.48,-30.2
1286248.0,1.0,-3037.14,-28794.45,-30.77
1286268.0,1.0,-2954.36,-28855.76,-31.03
1286288.0,1.0,-3232.33,-28918.62,8.49
1286307.0,1.0,-3145.59,-28982.15,-32.08
1286327.0,1.0,-3327.97,-29046.36,7.67
1286347.0,1.0,-3285.46,-29111.67,7.38
1286367.0,1.0,-3277.31,-29177.79,7.03
1286388.0,1.0,-3487.23,-29249.92,46.65
1286407.0,1.0,-3612.44,-29317.51,45.96
1286428.0,1.0,-3460.14,-29388.35,5.47
1286447.0,1.0,-3480.41,-29457.3,-35.33
1286467.0,1.0,-3632.46,-29528.69,4.48
1286486.0,1.0,-3732.13,-29597.33,44.38
1286506.0,1.0,-3751.62,-29670.32,44.02
1286526.0,1.0,-3801.6,-29744.23,3.17
1286546.0,1.0,-3901.81,-29818.8,43.06
1286565.0,1.0,-3780.65,-29890.52,-37.83
1286585.0,1.0,-3775.44,-29966.59,2.28
1286605.0,1.0,-3760.05,-30041.8,1.96
1286622.0,1.0,-3949.48,-30108.96,1.29
1286641.0,1.0,-3846.29,-30184.55,-39.22
1286661.0,1.0,-4027.01,-30262.8,0.53
1286681.0,1.0,-4062.68,-30341.68,0.18
1286701.0,1.0,-4162.98,-30422.31,40.1
1286720.0,1.0,-4073.3,-30502.88,-0.47
1286739.0,1.0,-4049.28,-30581.07,-0.75
1286759.0,1.0,-4020.54,-30664.3,-41.45
1286779.0,1.0,-4307.71,-30745.05,38.49
1286798.0,1.0,-4390.64,-30826.82,37.97
1286817.0,1.0,-4382.3,-30907.85,37.73
1286836.0,1.0,-4358.32,-30992.12,-2.98
1286854.0,1.0,-4173.09,-31068.03,-43.27
1286874.0,1.0,-4316.13,-31154.41,-3.42
1286895.0,1.0,-4345.46,-31247.45,-44.25
1286913.0,1.0,-4380.62,-31331.42,-44.68
1286933.0,1.0,-4407.45,-31419.29,-4.65
1286953.0,1.0,-4470.67,-31509.14,-5.09
1286972.0,1.0,-4614.78,-31598.61,-5.69
1286991.0,1.0,-4543.31,-31683.99,-46.23
1287011.0,1.0,-4776.66,-31776.94,33.83
1287028.0,1.0,-4710.15,-31860.43,-6.77
1287047.0,1.0,-4837.55,-31948.83,33.14
1287065.0,1.0,-4742.03,-32035.48,-7.57
1287084.0,1.0,-4975.36,-32124.39,32.15
1287102.0,1.0,-4872.01,-32213.92,32.11
1287120.0,1.0,-4977.75,-32300.6,31.63
1287139.0,1.0,-4863.46,-32395.18,-8.86
1287159.0,1.0,-4921.63,-32492.07,-9.34
1287178.0,1.0,-5056.83,-32589.44,30.5
1287199.0,1.0,-5056.47,-32691.61,-10.25
1287219.0,1.0,-5151.04,-32794.24,29.67
1287238.0,1.0,-5065.38,-32893.69,-10.82
1287256.0,1.0,-5164.63,-32982.32,-11.25
1287273.0,1.0,-5263.22,-33072.97,28.66
1287291.0,1.0,-5229.21,-33165.16,-11.91
1287311.0,1.0,-5205.19,-33271.39,-12.2
1287331.0,1.0,-5291.57,-33378.02,-12.62
1287352.0,1.0,-5389.14,-33485.71,27.27
1287372.0,1.0,-5202.88,-33593.58,-13.0
1287392.0,1.0,-5321.52,-33701.21,-13.54
1287412.0,1.0,-5577.6,-33808.03,26.08
1287432.0,1.0,-5368.78,-33917.17,-54.65
1287451.0,1.0,-5509.88,-34025.51,25.6
1287471.0,1.0,-5625.8,-34136.15,25.06
1287491.0,1.0,-5632.05,-34247.17,24.79
1287511.0,1.0,-5518.9,-34358.71,-15.63
1287532.0,1.0,-5733.85,-34472.94,24.0
1287552.0,1.0,-5781.46,-34587.72,23.57
1287572.0,1.0,-5787.53,-34701.77,23.29
1287592.0,1.0,-5819.39,-34816.76,22.9
1287612.0,1.0,-5797.61,-34934.95,-17.72
1287630.0,1.0,-5833.13,-35037.76,22.41
1287650.0,1.0,-5988.79,-35153.23,21.79
1287669.0,1.0,-5833.57,-35267.04,-18.77
1287689.0,1.0,-6087.46,-35383.92,20.91
1287709.0,1.0,-6119.96,-35502.89,20.6
1287729.0,1.0,-5882.48,-35624.03,-19.63
1287749.0,1.0,-6119.95,-35743.0,20.02
1287769.0,1.0,-6060.74,-35864.34,19.82
1287788.0,1.0,-6131.35,-35983.11,19.44
1287808.0,1.0,-6163.11,-36104.07,19.11
1287828.0,1.0,-6255.68,-36228.71,18.66
1287848.0,1.0,-6131.7,-36352.3,-21.74
1287869.0,1.0,-6415.27,-36480.14,17.78
1287888.0,1.0,-6242.34,-36601.96,17.89
1287908.0,1.0,-6242.45,-36726.05,17.65
1287928.0,1.0,-6263.04,-36849.0,-23.01
1287945.0,1.0,-6350.49,-36961.67,16.96
1287966.0,1.0,-6550.1,-37090.91,16.28
1287984.0,1.0,-6530.38,-37211.04,16.07
1288004.0,1.0,-6439.44,-37336.46,16.01
1288024.0,1.0,-6387.74,-37465.8,-24.54
1288044.0,1.0,-6630.69,-37598.8,15.19
1288064.0,1.0,-6666.19,-37729.71,14.77
1288084.0,1.0,-6573.54,-37861.27,-25.76
1288104.0,1.0,-6599.43,-37993.2,14.36
1288122.0,1.0,-6723.06,-38110.62,13.94
1288141.0,1.0,-6724.32,-38238.7,13.7
1288162.0,1.0,-6663.73,-38374.19,-26.87
1288182.0,1.0,-6694.04,-38511.02,-27.36
1288202.0,1.0,-6702.94,-38645.98,12.87
1288222.0,1.0,-6804.87,-38781.62,12.47
1288242.0,1.0,-6772.96,-38921.87,12.16
1288262.0,1.0,-6905.95,-39059.39,11.59
1288282.0,1.0,-6779.91,-39196.95,-28.75
1288303.0,1.0,-6958.21,-39337.3,11.03
1288322.0,1.0,-7019.32,-39471.03,10.68
1288342.0,1.0,-6842.38,-39609.01,-29.64
1288362.0,1.0,-7055.44,-39751.04,10.08
1288382.0,1.0,-6978.22,-39893.4,10.03
1288402.0,1.0,-6987.24,-40036.46,-30.6
1288422.0,1.0,-7209.07,-40178.51,9.11
1288442.0,1.0,-6994.28,-40315.55,-31.09
1288461.0,1.0,-7066.65,-40457.38,-31.57
1288482.0,1.0,-7198.16,-40602.77,8.39
1288502.0,1.0,-7031.65,-40748.61,-31.87
1288522.0,1.0,-7245.94,-40893.75,7.81
1288542.0,1.0,-7261.08,-41037.8,-32.93
1288562.0,1.0,-7507.5,-41187.64,47.16
1288582.0,1.0,-7431.64,-41336.04,47.13
1288602.0,1.0,-7400.61,-41483.22,46.98
1288621.0,1.0,-7507.13,-41619.08,-34.45
1288640.0,1.0,-7494.23,-41764.09,-34.66
1288660.0,1.0,-7462.4,-41911.2,5.64
1288679.0,1.0,-7479.81,-42057.28,5.37
1288699.0,1.0,-7551.71,-42205.99,4.94
1288719.0,1.0,-7558.02,-42354.95,4.74
1288738.0,1.0,-7590.13,-42500.88,4.45
1288758.0,1.0,-7618.66,-42650.82,4.22
1288778.0,1.0,-7495.63,-42805.52,-36.23
1288798.0,1.0,-7677.5,-42958.66,3.6
1288818.0,1.0,-7529.25,-43110.41,-77.12
1288838.0,1.0,-7941.84,-43264.62,43.09
1288858.0,1.0,-7807.54,-43419.29,2.72
1288878.0,1.0,-7751.13,-43576.57,2.57
1288898.0,1.0,-7765.42,-43732.58,2.31
1288918.0,1.0,-7730.65,-43888.8,-38.18
1288944.0,1.0,-7915.48,-44091.06,1.54
1288963.0,1.0,-7936.95,-44243.06,1.23
1288983.0,1.0,-7918.16,-44399.15,1.09
1289002.0,1.0,-7984.63,-44553.94,0.74
1289022.0,1.0,-7997.36,-44710.9,0.56
1289042.0,1.0,-7880.25,-44867.62,-40.06
1289062.0,1.0,-8008.54,-45028.08,-40.47
1289081.0,1.0,-8082.61,-45186.76,-0.35
1289101.0,1.0,-8133.44,-45346.66,-0.77
1289120.0,1.0,-8125.72,-45502.71,-0.96
1289140.0,1.0,-8044.6,-45663.02,-0.94
1289160.0,1.0,-8231.21,-45824.32,-1.54
1289180.0,1.0,-8332.66,-45987.93,-1.95
1289200.0,1.0,-8304.24,-46152.08,-2.12
1289220.0,1.0,-8184.29,-46316.68,-2.07
1289240.0,1.0,-8427.06,-46483.62,37.72
1289260.0,1.0,-8252.21,-46651.49,-2.62
1289278.0,1.0,-8402.48,-46798.9,37.32
1289297.0,1.0,-8390.7,-46954.9,-3.23
1289315.0,1.0,-8203.67,-47102.79,-43.38
1289332.0,1.0,-8390.72,-47247.04,-3.5
1289349.0,1.0,-8366.37,-47394.25,-3.74
1289367.0,1.0,-8322.47,-47541.48,-44.23
1289385.0,1.0,-8567.46,-47695.41,76.34
1289403.0,1.0,-8405.04,-47845.21,-4.27
1289420.0,1.0,-8517.75,-47993.95,-45.15
1289439.0,1.0,-8547.48,-48153.65,35.33
1289458.0,1.0,-8791.7,-48317.5,75.17
1289479.0,1.0,-8388.77,-48490.49,-45.43
1289499.0,1.0,-8600.68,-48664.65,-5.76
1289519.0,1.0,-8610.59,-48836.7,-5.97
1289538.0,1.0,-8649.33,-49004.45,-6.15
1289556.0,1.0,-8767.31,-49159.96,33.87
1289573.0,1.0,-8711.69,-49307.26,-6.6
1289591.0,1.0,-8737.3,-49457.17,33.56
1289608.0,1.0,-8745.6,-49609.18,-6.95
1289626.0,1.0,-8804.22,-49766.0,-7.22
1289645.0,1.0,-8554.35,-49934.22,-47.34
1289665.0,1.0,-8788.87,-50107.13,-7.55
1289684.0,1.0,-8817.45,-50276.09,32.64
1289702.0,1.0,-8894.86,-50429.77,-8.03
1289719.0,1.0,-8845.01,-50584.04,-8.12
1289737.0,1.0,-8774.69,-50736.37,-8.14
1289754.0,1.0,-8864.15,-50889.02,-8.45
1289773.0,1.0,-8777.22,-51059.43,-8.38
1289793.0,1.0,-8851.95,-51233.29,-8.85
1289812.0,1.0,-8900.87,-51406.98,-9.07
1289844.0,1.0,-8852.69,-51690.24,-9.14
1289862.0,1.0,-8976.57,-51849.8,-9.64
1289884.0,1.0,-8966.53,-52053.82,-9.72
1289905.0,1.0,-8892.96,-52238.18,-9.71
1289938.0,1.0,-9119.69,-52536.24,29.94
1289963.0,1.0,-9008.61,-52766.77,-10.37
1289988.0,1.0,-9183.47,-52989.12,-10.91
1290007.0,1.0,-8966.59,-53164.14,-10.66
1290026.0,1.0,-9124.24,-53339.42,-11.09
1290046.0,1.0,-9053.64,-53514.74,-11.03
1290065.0,1.0,-9136.88,-53688.51,-11.36
1290083.0,1.0,-9049.56,-53857.88,-11.34
1290103.0,1.0,-9255.31,-54038.97,28.54
1290124.0,1.0,-9098.74,-54231.64,-11.66
1290143.0,1.0,-9440.01,-54409.38,68.24
1290162.0,1.0,-9171.3,-54582.5,-12.22
1290181.0,1.0,-9207.87,-54755.28,-12.29
1290199.0,1.0,-9294.48,-54921.97,27.79
1290218.0,1.0,-9374.39,-55100.62,27.47
1290237.0,1.0,-9310.22,-55277.02,-12.92
1290258.0,1.0,-9449.82,-55467.33,27.15
1290281.0,1.0,-9409.95,-55681.62,-13.35
1290302.0,1.0,-9206.89,-55884.56,-13.1
1290323.0,1.0,-9279.37,-56078.27,-13.31
1290343.0,1.0,-9477.69,-56265.41,26.58
1290364.0,1.0,-9413.63,-56464.7,26.54
1290386.0,1.0,-9319.71,-56671.23,-54.18
1290405.0,1.0,-9434.5,-56849.73,-14.09
1290424.0,1.0,-9371.19,-57023.99,-14.12
1290444.0,1.0,-9504.96,-57210.45,25.88
1290463.0,1.0,-9443.62,-57396.75,25.94
1290482.0,1.0,-9314.1,-57571.35,-54.66
1290500.0,1.0,-9520.71,-57747.46,25.43
1290520.0,1.0,-9445.64,-57929.84,-14.83
1290539.0,1.0,-9560.08,-58110.33,-15.17
1290556.0,1.0,-9563.08,-58279.36,-15.31
1290574.0,1.0,-9418.91,-58446.03,-15.11
1290591.0,1.0,-9478.92,-58612.74,-15.27
1290609.0,1.0,-9507.12,-58784.75,-15.45
1290628.0,1.0,-9604.4,-58959.27,24.64
1290653.0,1.0,-9575.53,-59205.4,-15.76
1290674.0,1.0,-9588.83,-59399.38,24.52
1290695.0,1.0,-9601.87,-59603.34,24.36
1290714.0,1.0,-9529.13,-59790.76,-16.0
1290736.0,1.0,-9649.48,-59997.23,-16.27
1290770.0,1.0,-9683.11,-60325.13,23.79
1290789.0,1.0,-9543.1,-60505.74,-16.34
1290806.0,1.0,-9722.66,-60676.97,23.68
1290824.0,1.0,-9832.89,-60846.61,23.25
1290841.0,1.0,-9743.12,-61015.86,23.38
1290859.0,1.0,-9690.78,-61190.12,23.45
1290877.0,1.0,-9791.58,-61364.74,23.16
1290895.0,1.0,-9606.44,-61539.57,-16.99
1290914.0,1.0,-9886.41,-61719.33,63.22
1290932.0,1.0,-9911.76,-61899.26,22.7
1290950.0,1.0,-9646.53,-62069.49,-17.26
1290968.0,1.0,-9631.22,-62242.61,-57.74
1290984.0,1.0,-9830.88,-62405.68,22.69
1291002.0,1.0,-9807.38,-62578.82,22.66
1291020.0,1.0,-9935.29,-62752.26,22.3
1291037.0,1.0,-9691.31,-62923.38,-17.72
1291055.0,1.0,-9831.4,-63096.71,22.44
1291073.0,1.0,-9908.48,-63270.49,22.2
1291090.0,1.0,-9785.63,-63442.07,-18.09
1291108.0,1.0,-9876.9,-63613.64,22.08
1291127.0,1.0,-9864.16,-63799.61,22.13
1291145.0,1.0,-9643.03,-63973.7,-58.29
1291163.0,1.0,-9918.99,-64156.49,21.69
1291181.0,1.0,-9826.74,-64335.93,-18.53
1291199.0,1.0,-9896.47,-64510.56,21.72
1291219.0,1.0,-9842.2,-64707.84,21.73
1291238.0,1.0,-9858.66,-64897.84,-18.78
1291259.0,1.0,-9884.92,-65097.74,-18.88
1291278.0,1.0,-9809.62,-65288.12,-18.84
1291296.0,1.0,-9852.48,-65470.9,-18.93
1291315.0,1.0,-9875.79,-65658.79,-19.02
1291333.0,1.0,-10031.12,-65832.11,21.01
1291351.0,1.0,-9946.63,-66010.51,21.1
1291370.0,1.0,-9892.61,-66203.75,-19.22
1291390.0,1.0,-9848.62,-66397.04,-19.16
1291410.0,1.0,-9941.11,-66600.6,-19.45
1291431.0,1.0,-9909.83,-66801.7,20.97
1291451.0,1.0,-10108.21,-67002.83,20.57
1291470.0,1.0,-10102.52,-67197.08,20.46
1291490.0,1.0,-9975.44,-67391.47,20.57
1291510.0,1.0,-10015.14,-67595.23,20.58
1291532.0,1.0,-9987.58,-67807.45,20.49
1291551.0,1.0,-9982.0,-67999.54,-19.94
1291569.0,1.0,-10050.11,-68179.23,20.29
1291587.0,1.0,-9822.42,-68356.26,-19.67
1291605.0,1.0,-10035.17,-68536.34,-20.18
1291624.0,1.0,-10046.34,-68731.27,20.16
1291642.0,1.0,-10054.86,-68911.25,20.12
1291660.0,1.0,-10150.4,-69093.8,19.91
1291679.0,1.0,-10169.37,-69281.75,60.18
1291699.0,1.0,-10020.52,-69479.45,-20.33
1291719.0,1.0,-10171.74,-69684.71,60.16
1291740.0,1.0,-9877.76,-69888.17,-20.22
1291760.0,1.0,-10157.03,-70088.9,19.63
1291778.0,1.0,-10165.06,-70276.8,60.05
1291798.0,1.0,-10208.95,-70478.77,19.25
1291819.0,1.0,-10328.3,-70682.06,59.51
1291838.0,1.0,-10069.76,-70878.31,19.56
1291863.0,1.0,-10110.57,-71125.09,19.43
1291881.0,1.0,-10116.45,-71309.19,-21.04
1291902.0,1.0,-9983.8,-71525.75,-20.8
1291922.0,1.0,-10026.27,-71727.58,-20.95
1291947.0,1.0,-10088.55,-71977.3,19.32
1291969.0,1.0,-10104.66,-72194.28,19.26
1291988.0,1.0,-10071.31,-72386.44,-21.17
1292006.0,1.0,-9980.01,-72575.84,-21.01
1292024.0,1.0,-10071.3,-72752.43,-21.13
1292042.0,1.0,-10062.33,-72934.52,-21.2
1292060.0,1.0,-10128.83,-73114.19,-21.38
1292077.0,1.0,-10206.32,-73293.9,-21.57
1292095.0,1.0,-10105.78,-73473.29,-21.35
1292113.0,1.0,-10151.56,-73651.18,18.76
1292130.0,1.0,-9980.07,-73830.84,-21.27
1292147.0,1.0,-10124.34,-74003.23,-21.55
1292164.0,1.0,-10108.96,-74173.38,-21.6
1292182.0,1.0,-10073.7,-74353.43,18.86
1292199.0,1.0,-10136.46,-74531.21,-21.69
1292217.0,1.0,-10278.63,-74711.49,58.81
1292235.0,1.0,-10288.05,-74889.55,18.32
1292254.0,1.0,-9919.68,-75085.24,-61.78
1292273.0,1.0,-10228.32,-75275.85,18.43
1292291.0,1.0,-10080.06,-75466.48,-21.72
1292311.0,1.0,-10132.74,-75670.27,-21.91
1292331.0,1.0,-10167.35,-75871.05,-21.93
1292351.0,1.0,-10061.62,-76074.62,-21.75
1292369.0,1.0,-10327.26,-76258.47,17.99
1292389.0,1.0,-10193.43,-76457.05,18.28
1292406.0,1.0,-10353.84,-76635.31,17.98
1292425.0,1.0,-10150.35,-76824.39,-22.17
1292443.0,1.0,-10234.55,-77015.88,18.02
1292462.0,1.0,-10298.23,-77204.58,17.95
1292481.0,1.0,-10338.24,-77401.48,17.77
1292501.0,1.0,-10279.3,-77600.73,17.88
1292523.0,-1.0,-9894.18,-77822.84,-21.2
1292542.0,-1.0,-10073.88,-78014.24,19.24
1292560.0,-1.0,-10019.29,-78193.13,19.99
1292577.0,-1.0,-9665.68,-78366.38,-18.7
1292597.0,-1.0,-9624.95,-78558.14,23.12
1292617.0,-1.0,-9381.65,-78741.85,24.92
1292635.0,-1.0,-9059.71,-78905.95,-13.57
1292654.0,-1.0,-8784.42,-79082.75,-51.96
1292674.0,-1.0,-8698.86,-79258.83,-50.41
1292694.0,-1.0,-8666.61,-79431.59,-48.98
1292713.0,-1.0,-8738.59,-79600.78,33.09
1292733.0,-1.0,-8313.47,-79764.36,-5.07
1292753.0,-1.0,-8124.14,-79928.91,-43.71
1292773.0,-1.0,-7845.78,-80090.78,-41.95
1292793.0,-1.0,-7750.61,-80248.75,0.07
1292813.0,-1.0,-7972.11,-80403.34,81.87
1292833.0,-1.0,-7540.95,-80555.07,3.17
1292853.0,-1.0,-7144.96,-80701.41,5.27
1292872.0,-1.0,-7280.01,-80839.58,-34.16
1292891.0,-1.0,-7386.75,-80979.65,7.37
1292912.0,-1.0,-7037.79,-81119.73,49.84
1292932.0,-1.0,-6604.84,-81255.55,-28.88
1292952.0,-1.0,-6426.84,-81387.91,-27.25
1292970.0,-1.0,-6452.64,-81504.38,14.28
1292987.0,-1.0,-6471.57,-81617.05,15.34
1293007.0,-1.0,-6145.29,-81741.18,17.17
1293030.0,-1.0,-5881.01,-81879.07,-21.39
1293050.0,-1.0,-5774.63,-81997.2,-20.01
1293071.0,-1.0,-5767.99,-82116.9,21.58
1293091.0,-1.0,-5342.06,-82230.56,-16.8
1293111.0,-1.0,-5334.51,-82341.21,-15.58
1293129.0,-1.0,-5340.54,-82434.99,-14.65
1293149.0,-1.0,-5020.63,-82538.09,-53.35
1293168.0,-1.0,-5026.89,-82638.78,-11.89
1293189.0,-1.0,-4880.75,-82739.12,-10.47
1293209.0,-1.0,-4927.54,-82835.59,30.94
1293228.0,-1.0,-4581.88,-82926.88,-7.71
1293248.0,-1.0,-4550.9,-83016.72,-6.54
1293269.0,-1.0,-4351.52,-83107.27,-5.05
1293288.0,-1.0,-4538.0,-83192.23,36.01
1293307.0,-1.0,-4088.4,-83270.92,-43.04
1293327.0,-1.0,-4056.91,-83352.66,39.0
1293346.0,-1.0,-3887.5,-83426.19,-0.07
1293366.0,-1.0,-3635.81,-83501.0,1.5
1293386.0,-1.0,-3667.92,-83574.67,2.43
1293405.0,-1.0,-3512.29,-83643.07,44.09
1293425.0,-1.0,-3543.7,-83712.7,4.63
1293445.0,-1.0,-3261.32,-83778.65,6.22
1293465.0,-1.0,-3148.77,-83839.9,7.43
1293484.0,-1.0,-3035.35,-83900.11,8.7
1293504.0,-1.0,-3023.76,-83957.87,9.76
1293523.0,-1.0,-2778.78,-84011.7,11.25
1293543.0,-1.0,-2577.09,-84065.3,12.66
1293563.0,-1.0,-2497.59,-84116.41,-26.56
1293584.0,-1.0,-2429.08,-84165.41,15.04
1293604.0,-1.0,-2179.16,-84211.3,-23.84
1293624.0,-1.0,-2038.96,-84254.58,-22.53
1293641.0,-1.0,-1793.64,-84290.44,-21.15
1293662.0,-1.0,-1790.98,-84330.15,20.28
1293682.0,-1.0,-1674.83,-84366.48,-18.91
1293702.0,-1.0,-1712.1,-84401.0,22.47
1293722.0,-1.0,-1508.33,-84431.64,-16.52
1293741.0,-1.0,-1428.38,-84459.75,-15.4
1293762.0,-1.0,-1249.91,-84486.21,-14.0
1293782.0,-1.0,-1026.03,-84509.91,-12.55
1293801.0,-1.0,-863.47,-84530.42,-51.65
1293820.0,-1.0,-908.79,-84548.92,-10.36
1293839.0,-1.0,-892.78,-84564.79,-9.39
1293859.0,-1.0,-650.98,-84578.62,-7.9
1293879.0,-1.0,-631.91,-84590.41,-6.89
1293899.0,-1.0,-367.9,-84599.27,-5.34
1293919.0,-1.0,-186.84,-84605.77,-3.95
1293938.0,-1.0,-78.47,-84609.95,-2.74
1293958.0,-1.0,-57.6,-84611.91,-1.73
1293978.0,-1.0,80.94,-84611.28,-40.86
1293998.0,-1.0,80.12,-84609.07,0.34
1294017.0,-1.0,261.37,-84605.81,-39.08
1294037.0,-1.0,215.09,-84601.43,1.74
1294057.0,-1.0,241.46,-84596.57,2.18
1294076.0,-1.0,297.84,-84590.62,2.71
1294094.0,-1.0,413.92,-84584.0,3.31
1294114.0,-1.0,248.05,-84576.17,43.82
1294132.0,-1.0,565.38,-84568.57,-36.1
1294149.0,-1.0,303.06,-84560.23,44.54
1294169.0,-1.0,589.54,-84549.44,-35.3
1294187.0,-1.0,596.05,-84539.39,5.47
1294205.0,-1.0,660.89,-84528.59,-34.49
1294223.0,-1.0,693.27,-84516.54,6.37
1294241.0,-1.0,538.41,-84503.77,46.8
1294259.0,-1.0,686.38,-84490.39,7.04
1294277.0,-1.0,676.93,-84476.27,7.37
1294294.0,-1.0,828.14,-84461.77,8.03
1294312.0,-1.0,830.56,-84446.72,8.38
1294328.0,-1.0,900.56,-84431.98,8.77
1294345.0,-1.0,819.66,-84415.52,8.98
1294363.0,-1.0,978.4,-84398.09,9.64
1294380.0,-1.0,1075.63,-84380.57,-30.3
1294399.0,-1.0,1238.16,-84360.05,-29.54
1294417.0,-1.0,1221.07,-84339.98,-29.3
1294434.0,-1.0,1068.71,-84320.05,51.6
1294451.0,-1.0,1258.27,-84299.91,-28.56
1294468.0,-1.0,1278.26,-84278.94,12.2
1294486.0,-1.0,1233.05,-84256.62,12.45
1294504.0,-1.0,1315.96,-84232.91,12.95
1294521.0,-1.0,1402.33,-84209.24,13.44
1294539.0,-1.0,1508.28,-84184.62,-66.8
1294557.0,-1.0,1376.52,-84157.86,14.12
1294575.0,-1.0,1634.58,-84131.99,-25.48
1294592.0,-1.0,1437.13,-84105.0,14.87
1294610.0,-1.0,1686.39,-84077.06,-24.68
1294628.0,-1.0,1552.29,-84048.32,15.83
1294646.0,-1.0,1810.75,-84018.36,-23.71
1294664.0,-1.0,1783.99,-83988.12,-23.39
1294682.0,-1.0,1759.11,-83955.91,17.32
1294701.0,-1.0,1661.52,-83922.44,17.48
1294718.0,-1.0,1880.54,-83890.27,18.25
1294737.0,-1.0,1919.88,-83855.41,-21.68
1294754.0,-1.0,2008.01,-83821.69,-21.17
1294772.0,-1.0,1956.27,-83787.28,19.47
1294789.0,-1.0,2096.89,-83751.81,-20.24
1294807.0,-1.0,2124.77,-83715.88,-19.86
1294825.0,-1.0,2082.8,-83678.62,20.82
1294842.0,-1.0,2219.48,-83641.16,-19.0
1294860.0,-1.0,2177.08,-83601.88,-18.73
1294878.0,-1.0,2203.62,-83562.85,22.08
1294895.0,-1.0,2309.86,-83523.26,-17.79
1294913.0,-1.0,2334.82,-83482.25,-17.39
1294932.0,-1.0,2227.9,-83436.73,23.13
1294951.0,-1.0,2424.28,-83392.49,23.85
1294969.0,-1.0,2584.09,-83348.12,-56.3
1294987.0,-1.0,2463.98,-83304.5,24.56
